transaction_id,client_id,client_prenom,client_nom,montant,anomaly_score,explication
30871,781,Nathalie,Marin,520.2,-0.0037368728131942364,Transaction non récurrente
2829,413,Alain,Seguin,198.5,-0.0037453395160866876,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
47763,125,Alexandrie,Michel,286.05,-0.0037534227019843103,Transaction non récurrente
19010,454,Laure,Raynaud,534.21,-0.003768282187239458,Transaction non récurrente
803,424,Alain,De Oliveira,691.86,-0.0037757674955656295,Transaction non récurrente
17372,663,Marcelle,Lombard,706.2,-0.003784702196783285,Transaction non récurrente
43403,814,Françoise,Bonnin,702.63,-0.0037869275938819946,Montant très différent de la moyenne client; Transaction non récurrente
29374,694,Célina,Gonzalez,500.87,-0.0038002241058123776,Transaction non récurrente
295,972,Benjamin,Schmitt,802.31,-0.003803560879338086,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
15428,737,Nathalie,Lelièvre,325.11,-0.0038073414361357028,Transaction non récurrente
26048,97,François,Pereira,785.43,-0.0038099452590086846,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
27027,505,Sabine,Lemaître,6.37,-0.0038174678755868996,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
16500,386,Catherine,Dijoux,36.52,-0.0038276156707869324,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
25227,516,Christine,Maurice,850.93,-0.0038344806205102833,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
45216,67,Claudine,Girard,797.27,-0.003836356287988507,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
49082,425,Gérard,Letellier,207.99,-0.00385519011007307,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
12014,353,Pierre,Klein,691.98,-0.0038652097224946003,Transaction non récurrente
10566,340,Anaïs,Collin,492.59,-0.003882637950753165,Transaction non récurrente
5932,826,Noémi,Diaz,682.17,-0.0038858064889923938,Transaction non récurrente
29249,403,Adèle,Ribeiro,122.32,-0.0039059153416916015,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transactions très rapprochées; Transaction non récurrente
29916,397,Andrée,Pasquier,530.59,-0.003911645870585789,Transaction non récurrente
44858,106,Élodie,Blot,677.54,-0.003940942054174834,Transaction non récurrente
27792,6,Pauline,Meunier,651.75,-0.003943305814259279,Montant très différent de la moyenne client; Transaction non récurrente
41078,513,Thibault,Lenoir,46.03,-0.003947640350656978,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
47736,445,Timothée,Gonzalez,972.34,-0.003958109765086815,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
35445,713,Augustin,Didier,278.54,-0.003986023325858623,Transaction non récurrente
15867,23,Andrée,Giraud,883.13,-0.003988421328328107,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
31792,186,Luce,Schneider,97.07,-0.003994252275562604,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
18824,121,Franck,Nicolas,477.74,-0.004029004629138688,Transaction non récurrente
6586,226,Adèle,Michaud,264.51,-0.004029690625456217,Montant très différent de la moyenne client; Transactions très rapprochées; Transaction non récurrente
6451,336,Émilie,Colas,127.43,-0.00403107356345056,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
3105,26,Sophie,Legros,960.59,-0.004034987549697444,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
8889,269,Noémi,Legendre,68.55,-0.004043093451336244,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
35354,370,Catherine,Petitjean,917.65,-0.004047579464089512,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
16749,974,Susan,Voisin,402.14,-0.00406392858413307,Transaction non récurrente
47728,690,Jacques,Moreau,474.11,-0.004068255356524997,Transaction non récurrente
10243,273,Olivier,Maury,408.75,-0.004091860765916833,Transaction non récurrente
2255,520,Monique,Dufour,998.69,-0.004107603682953154,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
3485,846,Isaac,Aubry,676.52,-0.004116396887891005,Transaction non récurrente
45464,257,Manon,Simon,798.3,-0.0041282196440297625,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
16538,672,Gérard,Laurent,208.01,-0.004130372629465251,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
15476,921,Gabrielle,Blanchet,769.36,-0.004130498005676886,Transaction non récurrente
49204,209,Arnaude,Leleu,251.91,-0.004130734981392381,Montant très différent de la moyenne client; Transaction non récurrente
43977,716,Marcelle,Blondel,68.1,-0.00413645147234476,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
44417,635,Alix,Paul,671.02,-0.004144777894926843,Transaction non récurrente
14966,390,Aimée,Thibault,229.28,-0.004149069640190128,Montant très différent de la moyenne commerçant; Transaction non récurrente
41878,737,Nathalie,Lelièvre,592.17,-0.00415255685468463,Transaction non récurrente
5531,373,Honoré,Guillon,478.05,-0.004166870038615267,Transaction non récurrente
34430,736,Alphonse,Arnaud,78.44,-0.004182252667353059,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
30589,337,Adélaïde,Verdier,471.28,-0.004187160081805974,Transaction non récurrente
18142,98,Vincent,Guillet,678.0,-0.004191201137152434,Transaction non récurrente
26668,701,Françoise,Legendre,394.43,-0.004193875803228719,Transaction non récurrente
31271,844,Alexandrie,Didier,447.6,-0.004201664541857553,Transaction non récurrente
43609,669,Marianne,Bernard,213.67,-0.004208076785487291,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
29642,839,Renée,Moreau,721.06,-0.004220588588378371,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
6463,881,Michelle,Vasseur,929.98,-0.004223207285616426,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
2348,531,Lucie,Peron,537.98,-0.004242323987208918,Transaction non récurrente
48133,169,Christophe,Delattre,146.18,-0.004246813876500166,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
3134,717,Juliette,Gérard,9.39,-0.004256697053166114,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
40417,749,Eugène,Jourdan,675.11,-0.0042567669235668015,Transaction non récurrente
35632,414,Louis,Baudry,468.01,-0.004268811753886714,Transaction non récurrente
20005,25,Odette,Guillou,690.42,-0.004273413823947525,Transactions très rapprochées; Transaction non récurrente
32767,35,Jules,Camus,877.27,-0.004273750815839583,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
21135,533,Françoise,Andre,305.93,-0.004283992078505827,Transaction non récurrente
16493,518,Alexandria,Valentin,285.21,-0.00429634696694714,Transaction non récurrente
14284,913,Christiane,Lambert,514.24,-0.004302574903046197,Transaction non récurrente
38745,431,Gilbert,Da Costa,635.72,-0.004304879492930014,Transaction non récurrente
14112,671,Marguerite,Henry,49.71,-0.00430540775062227,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
46352,121,Franck,Nicolas,993.81,-0.00430744132214278,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
8440,518,Alexandria,Valentin,617.16,-0.004325389528109569,Transaction non récurrente
27487,839,Renée,Moreau,206.19,-0.0043331644412352155,Montant très différent de la moyenne commerçant; Transaction non récurrente
44156,578,Andrée,Mallet,169.44,-0.004368409138789442,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
29527,760,Céline,Brunel,418.06,-0.004374277781830305,Transaction non récurrente
6194,615,Virginie,Joly,379.44,-0.004396189323957356,Transaction non récurrente
14038,667,Édith,De Oliveira,969.69,-0.004397986290289979,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
19532,836,Adèle,Seguin,467.85,-0.004407495514714532,Transaction non récurrente
41131,133,Joseph,Meunier,734.43,-0.00442142326996553,Montant très différent de la moyenne client; Transaction non récurrente
40727,114,Maryse,Rocher,589.55,-0.004422830717068171,Transaction non récurrente
33469,225,Édouard,Bazin,238.94,-0.004454292288530892,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
4141,185,Diane,Lemaire,630.96,-0.004455729173691636,Transaction non récurrente
3432,141,Vincent,Robert,892.1,-0.0044708719585899726,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
12954,427,Marine,Petitjean,625.06,-0.004486199694321735,Transaction non récurrente
27248,275,Joséphine,Garnier,198.48,-0.004488052281434229,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
1439,253,Philippe,Muller,894.27,-0.004489142908124633,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
21205,788,Capucine,Bertin,235.41,-0.004496371611809824,Montant très différent de la moyenne commerçant; Transaction non récurrente
46743,425,Gérard,Letellier,836.48,-0.004503171610997558,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transactions très rapprochées; Transaction non récurrente
8872,599,Caroline,Morel,393.08,-0.00451962664675476,Transaction non récurrente
37174,858,Dominique,Weber,968.78,-0.004522664504493679,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
29946,274,Aimé,Olivier,629.76,-0.004528096075175458,Transaction non récurrente
12297,731,Michel,Launay,597.95,-0.004528461108893822,Transaction non récurrente
35978,916,Marie,Lejeune,254.94,-0.004531933953410117,Montant très différent de la moyenne client; Transaction non récurrente
18529,158,Christophe,Maillot,430.38,-0.004533829871465778,Transaction non récurrente
22062,818,Adélaïde,Mace,251.62,-0.004547716251335432,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
25488,316,Hugues,Rousset,894.16,-0.004552653968469933,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
29584,754,Dominique,Laroche,342.45,-0.004557970889115026,Transaction non récurrente
18550,633,Nath,Guillon,515.79,-0.004560072620042321,Transaction non récurrente
41806,954,Dominique,Allard,384.98,-0.004563888549841133,Transaction non récurrente
16992,168,Constance,Durand,638.33,-0.0045682823060985145,Transaction non récurrente
25619,757,David,Delorme,693.7,-0.004572145766307711,Transaction non récurrente
4067,584,Jacqueline,Rey,792.22,-0.004585220492776099,Montant très différent de la moyenne commerçant; Transaction non récurrente
36198,849,Diane,Gimenez,597.21,-0.0046004336724300154,Transaction non récurrente
15199,116,Alex,Lebrun,635.39,-0.00461618228445293,Transaction non récurrente
49537,92,Marcelle,Blanchet,625.8,-0.004636182758314122,Transaction non récurrente
19694,737,Nathalie,Lelièvre,753.53,-0.004648079861679366,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transactions très rapprochées; Transaction non récurrente
24709,987,Stéphanie,Dupuy,457.86,-0.004652192371821462,Transactions très rapprochées; Transaction non récurrente
30276,680,Dorothée,Vincent,680.95,-0.004653125237027211,Transaction non récurrente
19920,236,Adèle,Bazin,844.47,-0.004668560952527656,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
996,373,Honoré,Guillon,584.57,-0.004698129633581183,Transaction non récurrente
3478,112,Nath,Guyon,827.65,-0.0047029231675581595,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
13770,585,Jeannine,Lecoq,354.37,-0.004706175552482983,Transaction non récurrente
18424,174,Aurore,Blot,954.21,-0.004723557574386805,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
13979,724,Noémi,Grégoire,216.82,-0.004729568441568244,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
23306,668,Valentine,Maillet,321.88,-0.004736114726726082,Transaction non récurrente
29625,471,Lucie,Leduc,662.66,-0.004766647591822548,Transaction non récurrente
19428,529,Julie,Da Costa,481.85,-0.004791983050446258,Transaction non récurrente
28708,472,Océane,Dos Santos,352.68,-0.0047941581660976285,Transaction non récurrente
43666,990,Zoé,Chartier,475.35,-0.004798481798892862,Transaction non récurrente
6416,823,Hélène,Barthelemy,569.66,-0.004810650882392853,Transaction non récurrente
16661,373,Honoré,Guillon,616.97,-0.0048163287620299755,Transaction non récurrente
21541,540,Pénélope,David,690.39,-0.004816520686435566,Montant très différent de la moyenne client; Transaction non récurrente
22719,903,Jacques,Chartier,828.29,-0.004817609530118894,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transactions très rapprochées; Transaction non récurrente
48016,444,Laetitia,Bonneau,437.92,-0.004822935049119237,Transaction non récurrente
17753,591,Agnès,Leclerc,208.65,-0.004831456711984594,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
11723,895,Camille,Roger,256.2,-0.004849571700608402,Transaction non récurrente
39196,118,Capucine,Mace,302.48,-0.004858856386696364,Transaction non récurrente
13053,452,Catherine,Charpentier,604.74,-0.004861970100934254,Transaction non récurrente
11844,576,Victoire,Nicolas,478.91,-0.004867773981217516,Transaction non récurrente
25841,517,Constance,Paris,602.87,-0.004870216460796439,Transaction non récurrente
2060,563,Stéphane,Maurice,562.86,-0.004909289683679208,Transaction non récurrente
42597,289,Théophile,Vasseur,398.22,-0.00491337176699036,Transaction non récurrente
25775,529,Julie,Da Costa,224.19,-0.004918211542201623,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
12360,964,Adrienne,Michaud,316.3,-0.00492416919726868,Transaction non récurrente
36459,396,Patricia,Lagarde,639.71,-0.0049261216797892304,Transaction non récurrente
4078,763,Michel,Lesage,506.07,-0.004936154357805922,Transaction non récurrente
49610,897,Jacqueline,Paul,388.59,-0.004952281607119691,Transactions très rapprochées; Transaction non récurrente
44528,229,Astrid,Lefèvre,596.49,-0.004960430831835616,Transaction non récurrente
2254,714,Xavier,Collet,299.54,-0.0049668796289311645,Transaction non récurrente
1423,493,Charles,Moreno,462.78,-0.005024114121717438,Transaction non récurrente
38370,155,Georges,Robert,189.22,-0.005033657642618317,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
44152,337,Adélaïde,Verdier,399.47,-0.005035578175635602,Transaction non récurrente
6251,779,Léon,Joly,898.73,-0.005041287731671673,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
20090,238,Alain,Adam,40.84,-0.005067488040346957,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
584,91,Michel,Gauthier,800.21,-0.005067818315611983,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
21016,132,Luc,Hoareau,984.46,-0.00507366905435136,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
36489,159,Henri,Renault,274.63,-0.005081640594789771,Transaction non récurrente
16522,28,Agathe,Dijoux,146.21,-0.005095949225799479,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transactions très rapprochées; Transaction non récurrente
23883,612,Capucine,Laroche,620.51,-0.005102114432531946,Transaction non récurrente
5329,619,Gabriel,Gomes,511.85,-0.005115542705205645,Transaction non récurrente
22356,881,Michelle,Vasseur,813.7,-0.0051172413688963525,Montant très différent de la moyenne commerçant; Transaction non récurrente
20458,455,François,Bègue,590.03,-0.00513557601835446,Transaction non récurrente
49915,709,Cécile,Gomes,743.55,-0.005149728035747092,Montant très différent de la moyenne client; Transaction non récurrente
24753,74,Thibaut,Guérin,12.73,-0.0051723105536051195,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
15030,407,Célina,Blin,450.72,-0.005175134456755548,Transaction non récurrente
3667,176,Susan,Marie,646.79,-0.005180686389057443,Transaction non récurrente
33966,487,Marthe,Godard,493.64,-0.0051825976608161906,Transaction non récurrente
34048,323,Adrien,Gauthier,693.18,-0.005187216394559879,Transaction non récurrente
40896,336,Émilie,Colas,77.71,-0.005204188923413344,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
7206,83,Noémi,Gérard,612.99,-0.0052083957160807826,Transaction non récurrente
16966,165,Louis,Chauveau,168.52,-0.005257174219089222,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
26471,588,Claude,Bonneau,56.23,-0.005263888697863317,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
782,940,Nathalie,Pruvost,969.63,-0.005266033123580982,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
28875,36,Simone,Lemaître,196.04,-0.005268675553282698,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
2345,401,Georges,Moulin,91.65,-0.005286926853314444,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
42350,659,Lorraine,Jacob,720.12,-0.005292128560948628,Transaction non récurrente
31083,616,Benjamin,Albert,951.57,-0.0053065220158690085,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
47313,660,Gabriel,Rossi,814.85,-0.005311829048723848,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
22614,932,Nicole,Godard,311.52,-0.005312008382758915,Transaction non récurrente
21854,930,Antoine,Bruneau,678.71,-0.005321155337576489,Transaction non récurrente
13879,575,Aimée,Jacques,696.62,-0.005321323565321001,Transaction non récurrente
38629,41,Émile,Guillaume,937.41,-0.005328458335245978,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
18083,862,Thibault,Perrier,766.67,-0.005349553129331608,Montant très différent de la moyenne client; Transaction non récurrente
19718,172,Auguste,Legendre,647.72,-0.0053573648134990215,Transaction non récurrente
3271,660,Gabriel,Rossi,800.79,-0.005357737073000135,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
49257,806,Anne,Jacquot,759.21,-0.005383012410222987,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
35071,718,Margot,Boulay,624.33,-0.0053928470413526775,Transaction non récurrente
35912,376,Anaïs,Gautier,343.98,-0.005396807966409178,Transaction non récurrente
45021,816,Isabelle,Mathieu,876.04,-0.005406569835502473,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
30350,579,Henri,Faure,919.2,-0.00541729147711334,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
8197,48,Benoît,Godard,989.04,-0.005417495993307098,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
20214,184,Michèle,Mercier,616.91,-0.005436835554664676,Transaction non récurrente
12957,519,Lucas,Seguin,537.18,-0.005461081732041295,Transaction non récurrente
2338,281,Adélaïde,Laine,18.86,-0.005483972847789453,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
22528,11,Alexandre,Collin,461.32,-0.005508790338235592,Transaction non récurrente
2267,755,Bertrand,Delaunay,61.03,-0.0055121190376835605,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
38065,689,Michèle,Valentin,32.9,-0.005521116027587203,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
43583,479,Caroline,Lombard,684.07,-0.005533956202071977,Transaction non récurrente
25624,837,Lucas,Blanchet,699.77,-0.005551093793119688,Transaction non récurrente
35789,476,Caroline,Foucher,389.56,-0.005564693609097948,Transaction non récurrente
33544,674,Anastasie,Gomez,989.31,-0.005568241042089195,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
47860,451,Michel,Toussaint,956.89,-0.005577933328513751,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
6706,571,Noémi,Louis,930.53,-0.005600238674031033,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
2199,347,Olivie,Jean,388.19,-0.005612326104961984,Transaction non récurrente
43732,138,Véronique,Pichon,603.14,-0.005612714832365251,Transaction non récurrente
41735,812,Céline,Faivre,914.55,-0.005615122664294758,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
19478,951,Philippe,Gonzalez,402.68,-0.005649204026509591,Transaction non récurrente
39415,540,Pénélope,David,74.0,-0.005656906656169136,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
25064,444,Laetitia,Bonneau,378.69,-0.005658101620728773,Transaction non récurrente
43047,191,Nath,Mary,115.24,-0.0056813206134562755,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
30819,290,Véronique,Leclercq,267.4,-0.005685864684664477,Transaction non récurrente
43007,42,Luc,Mercier,686.68,-0.005697268757490326,Transaction non récurrente
35777,709,Cécile,Gomes,954.0,-0.005700665440891095,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
8270,615,Virginie,Joly,840.36,-0.005714344164171492,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
3446,678,Dorothée,Bouchet,626.68,-0.005736932631289382,Transaction non récurrente
31672,819,Susan,Morel,108.37,-0.005749005349633407,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
28758,879,Guillaume,Laporte,335.0,-0.005752779028249666,Transaction non récurrente
36600,712,Joseph,Delmas,450.25,-0.00577429657047257,Transaction non récurrente
48001,377,Jacqueline,Morin,491.49,-0.005821725139446565,Transaction non récurrente
49181,305,Gilbert,Weiss,242.76,-0.0058342193059103264,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
25044,284,Alice,Aubert,269.03,-0.005867369483518403,Transaction non récurrente
48112,209,Arnaude,Leleu,903.47,-0.005892483466838239,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
362,425,Gérard,Letellier,117.41,-0.005917385342789627,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
18139,472,Océane,Dos Santos,883.75,-0.005918503450468737,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
9516,68,Aimé,Gaillard,409.59,-0.00591912630049829,Transaction non récurrente
18866,269,Noémi,Legendre,908.59,-0.005944818404539642,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
18934,158,Christophe,Maillot,930.47,-0.005965798503307251,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
44151,564,Roger,Didier,393.11,-0.0059672416826497265,Transaction non récurrente
1684,268,Michel,Jacquet,396.94,-0.005967293193043122,Transaction non récurrente
8144,823,Hélène,Barthelemy,141.16,-0.005969506492986887,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
31555,250,Léon,Lesage,782.63,-0.0059820971975802495,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
44931,984,Diane,Duval,905.95,-0.0059907168327566485,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
24423,143,Hortense,Seguin,516.5,-0.005998120242952987,Transaction non récurrente
30911,247,Émile,Coste,409.23,-0.006055687175845148,Transaction non récurrente
45622,688,Lorraine,Duval,855.49,-0.006069595132859096,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
6913,996,Théodore,Martins,858.67,-0.00607701169907604,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
48657,46,Laurent,Merle,849.72,-0.006079603149260593,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
18046,850,Théophile,Dupré,382.41,-0.0060810214319196865,Transaction non récurrente
5045,770,Céline,Bègue,861.5,-0.006149706072096195,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
21299,577,Olivier,Maréchal,124.98,-0.00617361084992607,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
46251,637,Louis,Louis,493.08,-0.006190110956521666,Transaction non récurrente
39776,648,Laurent,Potier,721.46,-0.006192725533160526,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
3488,430,Anne,Barthelemy,978.29,-0.006203163430842262,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
4379,200,Martin,Masson,182.16,-0.0062067815212564215,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
2405,210,François,Da Costa,414.95,-0.006223015320444891,Transaction non récurrente
47845,295,Vincent,Vaillant,778.39,-0.006230567108972296,Montant très différent de la moyenne commerçant; Transaction non récurrente
30082,263,Jacques,Pereira,852.3,-0.006245805064412746,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
27659,716,Marcelle,Blondel,730.06,-0.006255477049314062,Montant très différent de la moyenne client; Transaction non récurrente
45547,740,Auguste,Bruneau,883.64,-0.006258017155029827,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
517,435,Zacharie,Rodrigues,981.85,-0.006287104608465155,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
6469,976,Franck,Goncalves,195.13,-0.006304755926627159,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
5380,935,Pénélope,François,302.8,-0.006310975152429066,Transaction non récurrente
44109,467,Astrid,Da Silva,570.44,-0.006321833737255811,Transaction non récurrente
30417,423,Louis,Barthelemy,167.83,-0.006327900702117306,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
13779,362,René,Rivière,950.24,-0.006337729349029209,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
2653,978,Nicolas,Torres,971.91,-0.00635729399783147,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
25095,286,Arthur,Carpentier,260.88,-0.006364955728292654,Montant très différent de la moyenne client; Transaction non récurrente
22246,338,Margaret,Roussel,150.55,-0.006368972551571872,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
49496,577,Olivier,Maréchal,131.75,-0.006378649606967324,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
23265,410,Émile,Rocher,670.85,-0.006383011338505606,Transactions très rapprochées; Transaction non récurrente
21682,155,Georges,Robert,487.5,-0.006388033149110073,Transaction non récurrente
29191,515,Daniel,Mallet,258.09,-0.00639208816347514,Transaction non récurrente
39678,406,Isaac,Hoareau,114.71,-0.006406314087276432,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
26280,136,Michel,Lejeune,466.45,-0.006415946384294324,Transactions très rapprochées; Transaction non récurrente
632,871,Suzanne,Clerc,706.91,-0.006419964025217495,Transaction non récurrente
46048,20,Frédérique,Germain,81.17,-0.006424885767439048,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
15164,490,Martin,Marion,992.66,-0.0064754174869913195,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
14015,663,Marcelle,Lombard,881.0,-0.006476719253638685,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
15671,267,Julien,Fernandes,26.19,-0.006479573770689306,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
